Folder	ConsManifesto2024	ConsManifesto2024_Rel_Freq	GreenManifesto2024	GreenManifesto2024_Rel_Freq	LabourManifesto2024	LabourManifesto2024_Rel_Freq	LibdemManifesto2024	LibdemManifesto2024_Rel_Freq	PlaidCymruManifesto2024	PlaidCymruManifesto2024_Rel_Freq	ReformUKmanifesto2024	ReformUKmanifesto2024_Rel_Freq	SNPManifesto2024	SNPManifesto2024_Rel_Freq	TOTAL	TOTAL_Rel_Freq	RANGE	Log_Likelihood	Dispersion_DP	Dispersion_DPnorm	
A11.1++	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.49	0.80	0.85	
A11.1+++	2 	0.01	4 	0.02	2 	0.01	1 	0.00	1 	0.01	0	0.00	1 	0.01	11	0.01	6	4.30	0.23	0.25	
A11.1-	2 	0.01	3 	0.02	2 	0.01	4 	0.02	3 	0.02	4 	0.06	0	0.00	18	0.01	6	9.53	0.25	0.26	
A11.2+	2 	0.01	0	0.00	2 	0.01	0	0.00	1 	0.01	0	0.00	1 	0.01	6	0.00	4	6.22	0.39	0.41	
A11.2-	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
A12	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
A12+	8 	0.03	8 	0.04	7 	0.03	12 	0.06	4 	0.02	4 	0.06	2 	0.03	45	0.04	7	4.51	0.14	0.15	
A12++	9 	0.04	4 	0.02	3 	0.01	7 	0.03	1 	0.01	2 	0.03	0	0.00	26	0.02	6	10.20	0.25	0.26	
A12-	38 	0.15	53 	0.28	69 	0.29	54 	0.25	29 	0.17	19 	0.28	27 	0.35	289	0.24	7	20.49	0.12	0.12	
A13	2 	0.01	3 	0.02	1 	0.00	4 	0.02	2 	0.01	1 	0.01	2 	0.03	15	0.01	7	3.85	0.21	0.22	
A13.1	3 	0.01	2 	0.01	4 	0.02	3 	0.01	4 	0.02	1 	0.01	3 	0.04	20	0.02	7	3.10	0.15	0.16	
A13.2	38 	0.15	27 	0.14	20 	0.08	22 	0.10	16 	0.10	5 	0.07	15 	0.19	143	0.12	7	10.98	0.13	0.14	
A13.3	77 	0.30	56 	0.29	69 	0.29	57 	0.27	50 	0.30	12 	0.18	23 	0.30	344	0.29	7	3.87	0.03	0.03	
A13.4	21 	0.08	19 	0.10	9 	0.04	15 	0.07	9 	0.05	8 	0.12	6 	0.08	87	0.07	7	9.52	0.13	0.14	
A13.5	1 	0.00	1 	0.01	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	3	0.00	3	4.19	0.49	0.52	
A13.6	1 	0.00	6 	0.03	7 	0.03	4 	0.02	3 	0.02	5 	0.07	2 	0.03	28	0.02	7	12.30	0.24	0.25	
A13.7	8 	0.03	6 	0.03	2 	0.01	13 	0.06	6 	0.04	1 	0.01	8 	0.10	44	0.04	7	18.05	0.24	0.25	
A14	32 	0.13	30 	0.16	24 	0.10	23 	0.11	16 	0.10	11 	0.16	11 	0.14	147	0.12	7	5.27	0.08	0.09	
A15+	22 	0.09	18 	0.09	19 	0.08	28 	0.13	17 	0.10	7 	0.10	4 	0.05	115	0.10	7	5.42	0.08	0.09	
A15++	4 	0.02	9 	0.05	1 	0.00	0	0.00	2 	0.01	0	0.00	2 	0.03	18	0.01	5	20.02	0.40	0.43	
A15-	19 	0.08	18 	0.09	18 	0.08	24 	0.11	7 	0.04	5 	0.07	3 	0.04	94	0.08	7	8.75	0.11	0.12	
A2.1	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
A2.1+	168 	0.66	180 	0.95	248 	1.04	200 	0.94	133 	0.80	157 	2.34	46 	0.59	1132	0.94	7	139.45	0.11	0.11	
A2.1-	13 	0.05	3 	0.02	22 	0.09	11 	0.05	3 	0.02	5 	0.07	2 	0.03	59	0.05	7	19.25	0.22	0.24	
A2.2	105 	0.41	98 	0.52	120 	0.50	74 	0.35	112 	0.67	16 	0.24	41 	0.53	566	0.47	7	33.44	0.10	0.10	
A3	1 	0.00	2 	0.01	0	0.00	1 	0.00	2 	0.01	0	0.00	0	0.00	6	0.00	4	5.94	0.37	0.39	
A3+	266 	1.05	271 	1.43	363 	1.52	190 	0.89	265 	1.59	81 	1.21	96 	1.23	1532	1.27	7	65.21	0.09	0.10	
A3-	0	0.00	0	0.00	2 	0.01	1 	0.00	0	0.00	0	0.00	0	0.00	3	0.00	2	6.13	0.63	0.66	
A4.1	38 	0.15	26 	0.14	47 	0.20	27 	0.13	42 	0.25	7 	0.10	7 	0.09	194	0.16	7	16.24	0.12	0.13	
A4.2+	12 	0.05	13 	0.07	14 	0.06	13 	0.06	14 	0.08	2 	0.03	7 	0.09	75	0.06	7	4.54	0.09	0.10	
A4.2-	1 	0.00	1 	0.01	3 	0.01	0	0.00	2 	0.01	0	0.00	0	0.00	7	0.01	4	6.60	0.38	0.40	
A4.2--	2 	0.01	0	0.00	0	0.00	1 	0.00	2 	0.01	0	0.00	0	0.00	5	0.00	3	7.08	0.48	0.50	
A4.2---	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
A5.1	16 	0.06	24 	0.13	37 	0.16	40 	0.19	7 	0.04	7 	0.10	5 	0.06	136	0.11	7	30.71	0.21	0.22	
A5.1+	119 	0.47	68 	0.36	144 	0.60	116 	0.54	47 	0.28	22 	0.33	29 	0.37	545	0.45	7	34.87	0.11	0.12	
A5.1++	25 	0.10	29 	0.15	57 	0.24	17 	0.08	42 	0.25	6 	0.09	11 	0.14	187	0.16	7	35.69	0.19	0.21	
A5.1+++	48 	0.19	10 	0.05	28 	0.12	8 	0.04	12 	0.07	3 	0.04	9 	0.12	118	0.10	7	37.09	0.25	0.26	
A5.1++++++	3 	0.01	0	0.00	0	0.00	3 	0.01	1 	0.01	0	0.00	0	0.00	7	0.01	3	9.66	0.48	0.50	
A5.1-	11 	0.04	11 	0.06	18 	0.08	24 	0.11	8 	0.05	6 	0.09	4 	0.05	82	0.07	7	10.06	0.16	0.16	
A5.1--	4 	0.02	3 	0.02	1 	0.00	2 	0.01	1 	0.01	1 	0.01	4 	0.05	16	0.01	7	8.24	0.26	0.28	
A5.1---	3 	0.01	7 	0.04	4 	0.02	4 	0.02	0	0.00	0	0.00	1 	0.01	19	0.02	5	11.67	0.26	0.27	
A5.2+	8 	0.03	11 	0.06	11 	0.05	18 	0.08	9 	0.05	3 	0.04	2 	0.03	62	0.05	7	7.57	0.14	0.15	
A5.2-	0	0.00	3 	0.02	2 	0.01	6 	0.03	6 	0.04	4 	0.06	2 	0.03	23	0.02	6	18.20	0.35	0.37	
A5.3+	21 	0.08	35 	0.18	16 	0.07	48 	0.22	17 	0.10	7 	0.10	6 	0.08	150	0.12	7	32.68	0.22	0.23	
A5.3-	1 	0.00	0	0.00	2 	0.01	4 	0.02	5 	0.03	0	0.00	1 	0.01	13	0.01	5	12.02	0.39	0.41	
A5.4+	4 	0.02	14 	0.07	11 	0.05	23 	0.11	10 	0.06	0	0.00	4 	0.05	66	0.05	6	27.16	0.24	0.25	
A5.4-	5 	0.02	4 	0.02	3 	0.01	9 	0.04	3 	0.02	2 	0.03	0	0.00	26	0.02	6	8.00	0.19	0.20	
A6.1	4 	0.02	0	0.00	1 	0.00	1 	0.00	1 	0.01	0	0.00	2 	0.03	9	0.01	5	8.44	0.39	0.42	
A6.1+	52 	0.21	21 	0.11	43 	0.18	57 	0.27	32 	0.19	11 	0.16	29 	0.37	245	0.20	7	23.61	0.11	0.12	
A6.1+++	9 	0.04	13 	0.07	12 	0.05	3 	0.01	6 	0.04	3 	0.04	2 	0.03	48	0.04	7	9.24	0.17	0.18	
A6.1-	51 	0.20	52 	0.27	67 	0.28	58 	0.27	47 	0.28	22 	0.33	26 	0.33	323	0.27	7	6.91	0.05	0.05	
A6.2+	23 	0.09	32 	0.17	28 	0.12	41 	0.19	18 	0.11	9 	0.13	11 	0.14	162	0.13	7	11.63	0.12	0.13	
A6.2++	0	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.93	0.63	0.66	
A6.2-	8 	0.03	3 	0.02	5 	0.02	4 	0.02	2 	0.01	2 	0.03	3 	0.04	27	0.02	7	3.28	0.15	0.16	
A6.3+	4 	0.02	9 	0.05	4 	0.02	15 	0.07	6 	0.04	3 	0.04	2 	0.03	43	0.04	7	13.10	0.24	0.25	
A7	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	5.78	0.94	1.00	
A7+	267 	1.06	302 	1.59	265 	1.11	229 	1.07	260 	1.56	79 	1.18	97 	1.25	1499	1.24	7	45.86	0.08	0.08	
A7++	2 	0.01	0	0.00	2 	0.01	3 	0.01	1 	0.01	0	0.00	0	0.00	8	0.01	4	5.95	0.29	0.31	
A7+++	1 	0.00	2 	0.01	1 	0.00	2 	0.01	0	0.00	2 	0.03	1 	0.01	9	0.01	6	6.49	0.32	0.34	
A7-	4 	0.02	1 	0.01	9 	0.04	5 	0.02	0	0.00	0	0.00	1 	0.01	20	0.02	5	15.09	0.33	0.34	
A8	1 	0.00	1 	0.01	2 	0.01	1 	0.00	5 	0.03	2 	0.03	0	0.00	12	0.01	6	10.14	0.39	0.41	
A9	0	0.00	2 	0.01	2 	0.01	1 	0.00	3 	0.02	0	0.00	0	0.00	8	0.01	4	8.09	0.38	0.40	
A9+	295 	1.17	186 	0.98	240 	1.01	210 	0.98	181 	1.09	71 	1.06	77 	0.99	1260	1.04	7	5.88	0.03	0.03	
A9-	169 	0.67	151 	0.79	167 	0.70	186 	0.87	119 	0.72	16 	0.24	56 	0.72	864	0.72	7	37.96	0.06	0.06	
B1	44 	0.17	23 	0.12	44 	0.18	39 	0.18	31 	0.19	8 	0.12	16 	0.21	205	0.17	7	5.43	0.06	0.07	
B2	39 	0.15	24 	0.13	47 	0.20	58 	0.27	20 	0.12	7 	0.10	2 	0.03	197	0.16	7	33.91	0.16	0.17	
B2+	14 	0.06	15 	0.08	11 	0.05	23 	0.11	9 	0.05	0	0.00	3 	0.04	75	0.06	6	17.20	0.17	0.18	
B2++	1 	0.00	9 	0.05	1 	0.00	2 	0.01	1 	0.01	0	0.00	1 	0.01	15	0.01	6	17.07	0.44	0.47	
B2+++	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
B2-	67 	0.26	39 	0.21	54 	0.23	67 	0.31	54 	0.32	9 	0.13	7 	0.09	297	0.25	7	23.78	0.11	0.11	
B3	67 	0.26	96 	0.51	91 	0.38	120 	0.56	72 	0.43	26 	0.39	26 	0.33	498	0.41	7	31.41	0.11	0.11	
B4	6 	0.02	8 	0.04	6 	0.03	7 	0.03	1 	0.01	4 	0.06	3 	0.04	35	0.03	7	7.86	0.17	0.18	
B5	24 	0.09	4 	0.02	3 	0.01	9 	0.04	185 	1.11	1 	0.01	8 	0.10	234	0.19	7	534.64	0.65	0.69	
C1	16 	0.06	48 	0.25	27 	0.11	26 	0.12	35 	0.21	12 	0.18	3 	0.04	167	0.14	7	42.87	0.22	0.23	
E1	0	0.00	5 	0.03	0	0.00	0	0.00	0	0.00	2 	0.03	0	0.00	7	0.01	2	21.66	0.79	0.83	
E2	2 	0.01	0	0.00	4 	0.02	0	0.00	0	0.00	0	0.00	0	0.00	6	0.00	2	11.59	0.59	0.63	
E2+	16 	0.06	10 	0.05	8 	0.03	12 	0.06	6 	0.04	5 	0.07	6 	0.08	63	0.05	7	4.73	0.11	0.12	
E2++	0	0.00	2 	0.01	0	0.00	1 	0.00	2 	0.01	6 	0.09	0	0.00	11	0.01	4	27.75	0.56	0.59	
E2-	4 	0.02	2 	0.01	3 	0.01	8 	0.04	2 	0.01	5 	0.07	0	0.00	24	0.02	6	14.18	0.31	0.33	
E3+	9 	0.04	2 	0.01	8 	0.03	12 	0.06	9 	0.05	1 	0.01	3 	0.04	44	0.04	7	9.24	0.17	0.18	
E3-	51 	0.20	45 	0.24	62 	0.26	58 	0.27	26 	0.16	10 	0.15	13 	0.17	265	0.22	7	10.92	0.09	0.10	
E4.1+	17 	0.07	3 	0.02	3 	0.01	3 	0.01	2 	0.01	5 	0.07	4 	0.05	37	0.03	7	21.91	0.37	0.39	
E4.1++	0	0.00	3 	0.02	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	1	11.09	0.84	0.89	
E4.1-	10 	0.04	3 	0.02	14 	0.06	7 	0.03	8 	0.05	1 	0.01	6 	0.08	49	0.04	7	9.50	0.17	0.18	
E4.2+	14 	0.06	6 	0.03	8 	0.03	6 	0.03	2 	0.01	4 	0.06	2 	0.03	42	0.03	7	7.47	0.16	0.17	
E4.2-	0	0.00	2 	0.01	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	4	0.00	2	9.77	0.70	0.75	
E5+	2 	0.01	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	2	6.12	0.63	0.67	
E5+++	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	5.78	0.94	1.00	
E5-	11 	0.04	8 	0.04	7 	0.03	4 	0.02	1 	0.01	0	0.00	3 	0.04	34	0.03	6	12.04	0.22	0.24	
E6+	18 	0.07	10 	0.05	18 	0.08	14 	0.07	3 	0.02	5 	0.07	3 	0.04	71	0.06	7	9.30	0.13	0.14	
E6-	13 	0.05	9 	0.05	11 	0.05	12 	0.06	17 	0.10	1 	0.01	3 	0.04	66	0.05	7	9.18	0.12	0.13	
F1	32 	0.13	75 	0.39	22 	0.09	54 	0.25	15 	0.09	6 	0.09	10 	0.13	214	0.18	7	72.72	0.27	0.28	
F1-	0	0.00	2 	0.01	1 	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	4	0.00	3	6.28	0.51	0.54	
F2	18 	0.07	10 	0.05	3 	0.01	7 	0.03	2 	0.01	2 	0.03	1 	0.01	43	0.04	7	18.12	0.28	0.30	
F3	2 	0.01	3 	0.02	4 	0.02	8 	0.04	1 	0.01	0	0.00	0	0.00	18	0.01	5	11.64	0.30	0.32	
F4	82 	0.32	61 	0.32	13 	0.05	50 	0.23	35 	0.21	30 	0.45	9 	0.12	280	0.23	7	77.30	0.20	0.21	
G1.1	279 	1.10	251 	1.32	365 	1.53	279 	1.31	199 	1.20	108 	1.61	180 	2.31	1661	1.38	7	68.00	0.08	0.08	
G1.1-	8 	0.03	14 	0.07	5 	0.02	3 	0.01	3 	0.02	1 	0.01	4 	0.05	38	0.03	7	14.00	0.25	0.27	
G1.2	128 	0.51	228 	1.20	296 	1.24	163 	0.76	94 	0.56	51 	0.76	84 	1.08	1044	0.87	7	128.15	0.16	0.17	
G2.1	242 	0.96	157 	0.83	233 	0.98	186 	0.87	144 	0.87	88 	1.31	33 	0.42	1083	0.90	7	39.55	0.06	0.06	
G2.1+	12 	0.05	16 	0.08	13 	0.05	14 	0.07	16 	0.10	9 	0.13	3 	0.04	83	0.07	7	9.38	0.14	0.15	
G2.1-	88 	0.35	50 	0.26	96 	0.40	73 	0.34	45 	0.27	30 	0.45	8 	0.10	390	0.32	7	27.66	0.10	0.10	
G2.2	5 	0.02	1 	0.01	6 	0.03	4 	0.02	0	0.00	0	0.00	3 	0.04	19	0.02	5	12.46	0.30	0.32	
G2.2+	13 	0.05	37 	0.19	17 	0.07	54 	0.25	39 	0.23	2 	0.03	16 	0.21	178	0.15	7	66.77	0.28	0.30	
G2.2++	8 	0.03	69 	0.36	3 	0.01	8 	0.04	4 	0.02	1 	0.01	10 	0.13	103	0.09	7	153.67	0.54	0.58	
G2.2++++	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
G2.2-	24 	0.09	21 	0.11	28 	0.12	49 	0.23	17 	0.10	8 	0.12	9 	0.12	156	0.13	7	17.97	0.14	0.15	
G3	63 	0.25	25 	0.13	44 	0.18	47 	0.22	17 	0.10	38 	0.57	15 	0.19	249	0.21	7	48.08	0.15	0.16	
G3-	2 	0.01	4 	0.02	0	0.00	2 	0.01	2 	0.01	1 	0.01	1 	0.01	12	0.01	6	6.91	0.25	0.27	
H1	121 	0.48	97 	0.51	87 	0.37	70 	0.33	56 	0.34	24 	0.36	21 	0.27	476	0.39	7	18.36	0.09	0.10	
H2	18 	0.07	13 	0.07	11 	0.05	14 	0.07	6 	0.04	8 	0.12	5 	0.06	75	0.06	7	6.47	0.11	0.12	
H3	9 	0.04	5 	0.03	13 	0.05	10 	0.05	4 	0.02	1 	0.01	2 	0.03	44	0.04	7	5.21	0.15	0.16	
H4	93 	0.37	128 	0.67	86 	0.36	97 	0.45	56 	0.34	12 	0.18	40 	0.51	512	0.42	7	45.15	0.12	0.13	
H4-	0	0.00	0	0.00	8 	0.03	5 	0.02	7 	0.04	0	0.00	0	0.00	20	0.02	3	27.78	0.49	0.52	
H5	8 	0.03	4 	0.02	2 	0.01	6 	0.03	4 	0.02	0	0.00	2 	0.03	26	0.02	6	6.91	0.18	0.19	
I1	154 	0.61	130 	0.68	74 	0.31	81 	0.38	58 	0.35	77 	1.15	67 	0.86	641	0.53	7	107.68	0.18	0.19	
I1.1	398 	1.57	334 	1.76	246 	1.03	284 	1.33	202 	1.21	145 	2.16	162 	2.08	1771	1.47	7	93.91	0.10	0.11	
I1.1+	16 	0.06	24 	0.13	34 	0.14	26 	0.12	8 	0.05	6 	0.09	5 	0.06	119	0.10	7	16.69	0.17	0.18	
I1.1++	0	0.00	2 	0.01	1 	0.00	0	0.00	1 	0.01	0	0.00	1 	0.01	5	0.00	4	6.76	0.44	0.47	
I1.1+++	0	0.00	6 	0.03	2 	0.01	1 	0.00	0	0.00	2 	0.03	0	0.00	11	0.01	4	17.98	0.51	0.54	
I1.1-	10 	0.04	15 	0.08	23 	0.10	28 	0.13	18 	0.11	5 	0.07	9 	0.12	108	0.09	7	14.26	0.15	0.15	
I1.1--	0	0.00	1 	0.01	1 	0.00	1 	0.00	0	0.00	4 	0.06	1 	0.01	8	0.01	5	16.83	0.50	0.53	
I1.1---	0	0.00	2 	0.01	2 	0.01	0	0.00	0	0.00	0	0.00	2 	0.03	6	0.00	3	11.66	0.58	0.61	
I1.2	194 	0.77	60 	0.32	64 	0.27	69 	0.32	39 	0.23	76 	1.13	35 	0.45	537	0.45	7	153.46	0.24	0.25	
I1.2+	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.03	0	0.00	2	0.00	1	11.56	0.94	1.00	
I1.2-	1 	0.00	2 	0.01	0	0.00	0	0.00	2 	0.01	1 	0.01	1 	0.01	7	0.01	5	8.00	0.44	0.47	
I1.3	72 	0.28	47 	0.25	67 	0.28	72 	0.34	45 	0.27	43 	0.64	37 	0.48	383	0.32	7	28.97	0.10	0.11	
I1.3+	21 	0.08	11 	0.06	3 	0.01	7 	0.03	7 	0.04	0	0.00	5 	0.06	54	0.04	6	22.33	0.25	0.27	
I1.3+++	1 	0.00	2 	0.01	3 	0.01	0	0.00	0	0.00	1 	0.01	0	0.00	7	0.01	4	8.15	0.45	0.47	
I1.3-	39 	0.15	28 	0.15	64 	0.27	41 	0.19	28 	0.17	12 	0.18	18 	0.23	230	0.19	7	11.83	0.10	0.10	
I1.3--	3 	0.01	6 	0.03	4 	0.02	5 	0.02	0	0.00	3 	0.04	1 	0.01	22	0.02	6	10.52	0.25	0.26	
I1.3---	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
I2	10 	0.04	0	0.00	2 	0.01	5 	0.02	0	0.00	0	0.00	0	0.00	17	0.01	3	23.62	0.50	0.52	
I2.1	159 	0.63	114 	0.60	157 	0.66	149 	0.70	64 	0.38	92 	1.37	51 	0.66	786	0.65	7	63.54	0.08	0.08	
I2.2	123 	0.49	65 	0.34	100 	0.42	122 	0.57	61 	0.37	24 	0.36	27 	0.35	522	0.43	7	18.26	0.08	0.09	
I3.1	206 	0.81	153 	0.80	323 	1.36	233 	1.09	164 	0.99	69 	1.03	55 	0.71	1203	1.00	7	53.53	0.09	0.09	
I3.1-	12 	0.05	5 	0.03	8 	0.03	5 	0.02	3 	0.02	3 	0.04	4 	0.05	40	0.03	7	4.64	0.15	0.16	
I3.2	0	0.00	2 	0.01	5 	0.02	4 	0.02	0	0.00	0	0.00	0	0.00	11	0.01	3	14.66	0.47	0.50	
I3.2+	5 	0.02	5 	0.03	9 	0.04	5 	0.02	2 	0.01	1 	0.01	0	0.00	27	0.02	6	6.94	0.17	0.18	
I4	34 	0.13	17 	0.09	50 	0.21	28 	0.13	23 	0.14	11 	0.16	10 	0.13	173	0.14	7	11.63	0.10	0.11	
K1	23 	0.09	15 	0.08	27 	0.11	25 	0.12	27 	0.16	9 	0.13	13 	0.17	139	0.12	7	8.50	0.10	0.10	
K2	7 	0.03	5 	0.03	7 	0.03	7 	0.03	2 	0.01	1 	0.01	0	0.00	29	0.02	6	6.28	0.15	0.16	
K3	1 	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	2	0.00	2	4.31	0.65	0.69	
K4	11 	0.04	5 	0.03	11 	0.05	7 	0.03	7 	0.04	2 	0.03	3 	0.04	46	0.04	7	1.71	0.09	0.09	
K5	2 	0.01	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	2	5.67	0.59	0.63	
K5.1	37 	0.15	28 	0.15	14 	0.06	27 	0.13	13 	0.08	14 	0.21	7 	0.09	140	0.12	7	18.56	0.16	0.17	
K5.2	2 	0.01	0	0.00	8 	0.03	4 	0.02	4 	0.02	0	0.00	0	0.00	18	0.01	4	16.07	0.38	0.40	
K6	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
L1	6 	0.02	8 	0.04	1 	0.00	3 	0.01	4 	0.02	0	0.00	0	0.00	22	0.02	5	14.22	0.31	0.33	
L1+	22 	0.09	33 	0.17	41 	0.17	36 	0.17	13 	0.08	8 	0.12	5 	0.06	158	0.13	7	19.04	0.16	0.17	
L1-	16 	0.06	14 	0.07	16 	0.07	11 	0.05	12 	0.07	4 	0.06	4 	0.05	77	0.06	7	1.25	0.05	0.06	
L2	12 	0.05	55 	0.29	14 	0.06	21 	0.10	6 	0.04	6 	0.09	3 	0.04	117	0.10	7	71.19	0.31	0.33	
L3	10 	0.04	8 	0.04	5 	0.02	12 	0.06	9 	0.05	1 	0.01	4 	0.05	49	0.04	7	6.22	0.14	0.14	
M1	245 	0.97	159 	0.84	189 	0.79	188 	0.88	123 	0.74	64 	0.96	80 	1.03	1048	0.87	7	10.73	0.04	0.05	
M2	300 	1.19	216 	1.14	252 	1.06	171 	0.80	82 	0.49	45 	0.67	68 	0.87	1134	0.94	7	79.35	0.11	0.12	
M3	120 	0.47	114 	0.60	85 	0.36	85 	0.40	88 	0.53	20 	0.30	34 	0.44	546	0.45	7	21.23	0.08	0.09	
